Source,Headline,lower_headline,cleaned_text
CNN,The meeting in Abu Dhabi come after days of intense diplomacy in Holland gin ended a twenty eight - point proposition to end the war,the meeting in abu dhabi come after days of intense diplomacy in holland gin ended a twenty eight - point proposition to end the war,the meeting in abu dhabi come after days of intense diplomacy in holland gin ended a twenty eight  point proposition to end the war
CNN,The talks with Russia are meant to lay the groundwork for higher-level engagements in the future,the talks with russia are meant to lay the groundwork for higher-level engagements in the future,the talks with russia are meant to lay the groundwork for higherlevel engagements in the future
CNN,The negotiation with Russia be meant to lay the substructure for gamy - level engagements in the future,the negotiation with russia be meant to lay the substructure for gamy - level engagements in the future,the negotiation with russia be meant to lay the substructure for gamy  level engagements in the future
CNN,"Facing a lack of Russian recruits, Moscow is accused of using deception and bribery to sign up foreigners to fight in Ukraine","facing a lack of russian recruits, moscow is accused of using deception and bribery to sign up foreigners to fight in ukraine",facing a lack of russian recruits moscow is accused of using deception and bribery to sign up foreigners to fight in ukraine
CNN,"Facing a deficiency of Russian military recruit, Russian capital be accused of using deception and graft to sign up foreigners to fight in Ukraine","facing a deficiency of russian military recruit, russian capital be accused of using deception and graft to sign up foreigners to fight in ukraine",facing a deficiency of russian military recruit russian capital be accused of using deception and graft to sign up foreigners to fight in ukraine
CNN,New wave of Russian strikes on Kyiv,new wave of russian strikes on kyiv,new wave of russian strikes on kyiv
CNN,New wave of Russian strike on Kyiv,new wave of russian strike on kyiv,new wave of russian strike on kyiv
CNN,Catch up on today’s global news,catch up on today’s global news,catch up on todays global news
CNN,Catch up on today ’ s planetary tidings,catch up on today ’ s planetary tidings,catch up on today  s planetary tidings
CNN,The Met Gala is facing criticism over its lead sponsors. Here’s what Anna Wintour has to say,the met gala is facing criticism over its lead sponsors. here’s what anna wintour has to say,the met gala is facing criticism over its lead sponsors heres what anna wintour has to say
CNN,The Met Gala is facing criticism over its lead sponsors. Hither ’ s what Anna Wintour has to say,the met gala is facing criticism over its lead sponsors. hither ’ s what anna wintour has to say,the met gala is facing criticism over its lead sponsors hither  s what anna wintour has to say
CNN,Thai woman found alive in coffin after being brought in for cremation,thai woman found alive in coffin after being brought in for cremation,thai woman found alive in coffin after being brought in for cremation
CNN,Thai woman found live in casket after being contribute in for cremation,thai woman found live in casket after being contribute in for cremation,thai woman found live in casket after being contribute in for cremation
CNN,US Transportation Secretary: Ditch your pajamas for jeans when flying,us transportation secretary: ditch your pajamas for jeans when flying,us transportation secretary ditch your pajamas for jeans when flying
CNN,US Conveyance Secretary: Ditch your pj's for jeans when flying,us conveyance secretary: ditch your pj's for jeans when flying,us conveyance secretary ditch your pjs for jeans when flying
CNN,‘Once-in-300-years’ rain leaves Thai city flooded and maternity ward stranded,‘once-in-300-years’ rain leaves thai city flooded and maternity ward stranded,onceinyears rain leaves thai city flooded and maternity ward stranded
CNN,‘ Once - in - 300 - years ’ rain leaves Thai urban center flooded and pregnancy ward strand,‘ once - in - 300 - years ’ rain leaves thai urban center flooded and pregnancy ward strand,once  in    years  rain leaves thai urban center flooded and pregnancy ward strand
CNN,US Air Force Reaper drone crashes off South Korea,us air force reaper drone crashes off south korea,us air force reaper drone crashes off south korea
CNN,US Air Force Harvester monotone crashes off South Han gook,us air force harvester monotone crashes off south han gook,us air force harvester monotone crashes off south han gook
CNN,Why the crypto market is crashing,why the crypto market is crashing,why the crypto market is crashing
CNN,Wherefore the crypto market is crash,wherefore the crypto market is crash,wherefore the crypto market is crash
CNN,US ends temporary status for Myanmar nationals even as civil war still rages,us ends temporary status for myanmar nationals even as civil war still rages,us ends temporary status for myanmar nationals even as civil war still rages
CNN,US ends irregular position for Myanmar subject even as civil war still rages,us ends irregular position for myanmar subject even as civil war still rages,us ends irregular position for myanmar subject even as civil war still rages
CNN,Australian far-right politician sparks outrage for wearing burqa as political prop,australian far-right politician sparks outrage for wearing burqa as political prop,australian farright politician sparks outrage for wearing burqa as political prop
CNN,Australian far - right politician sparks outrage for assume burka as political prop,australian far - right politician sparks outrage for assume burka as political prop,australian far  right politician sparks outrage for assume burka as political prop
CNN,Bolsonaro tested Brazil’s democracy. Its Supreme Court stepped in,bolsonaro tested brazil’s democracy. its supreme court stepped in,bolsonaro tested brazils democracy its supreme court stepped in
CNN,Bolsonaro test Brazil ’ s democracy. Information technology Supreme Court pace in,bolsonaro test brazil ’ s democracy. information technology supreme court pace in,bolsonaro test brazil  s democracy information technology supreme court pace in
CNN,She ‘wants to die there.’ The women forced to scam and the families left behind,she ‘wants to die there.’ the women forced to scam and the families left behind,she wants to die there the women forced to scam and the families left behind
CNN,She ‘ wants to die in that respect. ’ The women forced to defraud and the crime syndicate left behind,she ‘ wants to die in that respect. ’ the women forced to defraud and the crime syndicate left behind,she  wants to die in that respect  the women forced to defraud and the crime syndicate left behind
CNN,She was promised work as a customer service agent. Instead she was trafficked to run online scams,she was promised work as a customer service agent. instead she was trafficked to run online scams,she was promised work as a customer service agent instead she was trafficked to run online scams
CNN,She was promised work as a client service agent. Instead she cost traffic to run on line cozenage,she was promised work as a client service agent. instead she cost traffic to run on line cozenage,she was promised work as a client service agent instead she cost traffic to run on line cozenage
CNN,Former Black Panther leader H. Rap Brown dies in prison hospital at 82,former black panther leader h. rap brown dies in prison hospital at 82,former black panther leader h rap brown dies in prison hospital at
CNN,Former Black Panther leader Henry. Rap Brown dies in prison house hospital at eighty two,former black panther leader henry. rap brown dies in prison house hospital at eighty two,former black panther leader henry rap brown dies in prison house hospital at eighty two
CNN,"Dharmendra, iconic Bollywood actor and Indian cinema’s ‘He-Man,’ dies at 89","dharmendra, iconic bollywood actor and indian cinema’s ‘he-man,’ dies at 89",dharmendra iconic bollywood actor and indian cinemas heman dies at
CNN,"Dharmendra, iconic Bollywood actor and Indian cinema ’ s ‘ Atomic number 2 - Man, ’ die at eighty nine","dharmendra, iconic bollywood actor and indian cinema ’ s ‘ atomic number 2 - man, ’ die at eighty nine",dharmendra iconic bollywood actor and indian cinema  s  atomic number   man  die at eighty nine
CNN,"Udo Kier, ‘Ace Ventura: Pet Detective’ star, dies at 81","udo kier, ‘ace ventura: pet detective’ star, dies at 81",udo kier ace ventura pet detective star dies at
CNN,"Udo Kier, ‘ Angiotensin converting enzyme Ventura: Pet Detective ’ star, dies at 81","udo kier, ‘ angiotensin converting enzyme ventura: pet detective ’ star, dies at 81",udo kier  angiotensin converting enzyme ventura pet detective  star dies at
CNN,‘I want you to meet my dad’: Anderson Cooper sees and hears his father for the first time in 48 years,‘i want you to meet my dad’: anderson cooper sees and hears his father for the first time in 48 years,i want you to meet my dad anderson cooper sees and hears his father for the first time in  years
CNN,‘ I want you to meet my dad ’: Anderson James fenimore cooper sees and hears his father for the first time in 48 years,‘ i want you to meet my dad ’: anderson james fenimore cooper sees and hears his father for the first time in 48 years,i want you to meet my dad  anderson james fenimore cooper sees and hears his father for the first time in  years
CNN,New research reveals some urban raccoons show signs of domestication,new research reveals some urban raccoons show signs of domestication,new research reveals some urban raccoons show signs of domestication
CNN,New enquiry reveal some urban raccoons show signs of tameness,new enquiry reveal some urban raccoons show signs of tameness,new enquiry reveal some urban raccoons show signs of tameness
CNN,See the new way scientists say they can extract drinking water from the air,see the new way scientists say they can extract drinking water from the air,see the new way scientists say they can extract drinking water from the air
CNN,Go through the new direction scientists pronounce they can extract drinking urine from the air,go through the new direction scientists pronounce they can extract drinking urine from the air,go through the new direction scientists pronounce they can extract drinking urine from the air
CNN,12 ways to feel great on Thanksgiving: A mind-body coach’s guide,12 ways to feel great on thanksgiving: a mind-body coach’s guide,ways to feel great on thanksgiving a mindbody coachs guide
CNN,12 way to feel great on Blessing: A head - body coach ’ s guide,12 way to feel great on blessing: a head - body coach ’ s guide,way to feel great on blessing a head  body coach  s guide
CNN,Civil rights leader Jesse Jackson to be removed from the ICU but will remain hospitalized,civil rights leader jesse jackson to be removed from the icu but will remain hospitalized,civil rights leader jesse jackson to be removed from the icu but will remain hospitalized
CNN,Civil rights leader Jesse Jackson to constitute removed from the intensive care unit just will remain hospitalized,civil rights leader jesse jackson to constitute removed from the intensive care unit just will remain hospitalized,civil rights leader jesse jackson to constitute removed from the intensive care unit just will remain hospitalized
CNN,Former UK Prime Minister David Cameron says he has been treated for prostate cancer,former uk prime minister david cameron says he has been treated for prostate cancer,former uk prime minister david cameron says he has been treated for prostate cancer
CNN,Former UK Prime Government minister David Cameron say he has been treated for prostate cancer,former uk prime government minister david cameron say he has been treated for prostate cancer,former uk prime government minister david cameron say he has been treated for prostate cancer
CNN,Pentagon move against war hero Kelly shows Trump’s quest for vengeance is endless,pentagon move against war hero kelly shows trump’s quest for vengeance is endless,pentagon move against war hero kelly shows trumps quest for vengeance is endless
CNN,Pentagon motility against war hoagie Kelly shows Trump ’ s seeking for vengeance is endless,pentagon motility against war hoagie kelly shows trump ’ s seeking for vengeance is endless,pentagon motility against war hoagie kelly shows trump  s seeking for vengeance is endless
CNN,What we know and don’t know about DOGE’s reported demise,what we know and don’t know about doge’s reported demise,what we know and dont know about doges reported demise
CNN,What we make out and don ’ t bed about DOGE ’ s reported demise,what we make out and don ’ t bed about doge ’ s reported demise,what we make out and don  t bed about doge  s reported demise
CNN,Justice Department renews request for NY judges to release Epstein-related grand jury transcripts,justice department renews request for ny judges to release epstein-related grand jury transcripts,justice department renews request for ny judges to release epsteinrelated grand jury transcripts
CNN,Department of justice Department renews request for new york state judges to release Epstein - related to grand jury transcripts,department of justice department renews request for new york state judges to release epstein - related to grand jury transcripts,department of justice department renews request for new york state judges to release epstein  related to grand jury transcripts
CNN,"Jon Gosselin, the star of ‘Jon & Kate Plus 8,’ has married again","jon gosselin, the star of ‘jon & kate plus 8,’ has married again",jon gosselin the star of jon  kate plus  has married again
CNN,"Jon Gosselin, the star of ‘ Jon & Kate Plus ogdoad, ’ has married once more","jon gosselin, the star of ‘ jon & kate plus ogdoad, ’ has married once more",jon gosselin the star of  jon  kate plus ogdoad  has married once more
CNN,‘Wicked: For Good’ is one of the most political films of the year,‘wicked: for good’ is one of the most political films of the year,wicked for good is one of the most political films of the year
CNN,‘ Wicked: For Commodity ’ is nonpareil of the most political films of the twelvemonth,‘ wicked: for commodity ’ is nonpareil of the most political films of the twelvemonth,wicked for commodity  is nonpareil of the most political films of the twelvemonth
CNN,New X feature exposes foreign pro-MAGA accounts,new x feature exposes foreign pro-maga accounts,new x feature exposes foreign promaga accounts
CNN,New Cristal feature break foreign pro - MAGA accounts,new cristal feature break foreign pro - maga accounts,new cristal feature break foreign pro  maga accounts
CNN,Old Navy’s expansion and its multi-million-dollar holiday pajamas,old navy’s expansion and its multi-million-dollar holiday pajamas,old navys expansion and its multimilliondollar holiday pajamas
CNN,Old Us navy ’ s expanding upon and information technology multi - million - dollar holiday pajamas,old us navy ’ s expanding upon and information technology multi - million - dollar holiday pajamas,old us navy  s expanding upon and information technology multi  million  dollar holiday pajamas
CNN,"‘Slender Man’ stabber recaptured. A timeline of the original case, her escape and return to custody","‘slender man’ stabber recaptured. a timeline of the original case, her escape and return to custody",slender man stabber recaptured a timeline of the original case her escape and return to custody
CNN,"‘ Slender Human race ’ stabber recaptured. A timeline of the original font, her escape and return to hold","‘ slender human race ’ stabber recaptured. a timeline of the original font, her escape and return to hold",slender human race  stabber recaptured a timeline of the original font her escape and return to hold
CNN,South Korean man gets life sentence over blackmail ring that sexually exploited or abused hundreds,south korean man gets life sentence over blackmail ring that sexually exploited or abused hundreds,south korean man gets life sentence over blackmail ring that sexually exploited or abused hundreds
CNN,Cristiano Ronaldo rolls back the years with outrageous bicycle kick,cristiano ronaldo rolls back the years with outrageous bicycle kick,cristiano ronaldo rolls back the years with outrageous bicycle kick
CNN,Cristiano Ronaldo rolls back the years with extortionate bicycle kick,cristiano ronaldo rolls back the years with extortionate bicycle kick,cristiano ronaldo rolls back the years with extortionate bicycle kick
CNN,Controversial Gaza Humanitarian Foundation to close aid effort,controversial gaza humanitarian foundation to close aid effort,controversial gaza humanitarian foundation to close aid effort
CNN,Controversial Gaza Humanitarian Foundation to close aid exploit,controversial gaza humanitarian foundation to close aid exploit,controversial gaza humanitarian foundation to close aid exploit
CNN,Big temperature drop on the menu this Thanksgiving for millions across the US,big temperature drop on the menu this thanksgiving for millions across the us,big temperature drop on the menu this thanksgiving for millions across the us
CNN,Big temperature drop on the menu this Thanksgiving for millions across the the states,big temperature drop on the menu this thanksgiving for millions across the the states,big temperature drop on the menu this thanksgiving for millions across the the states
CNN,More than 100 homes damaged after tornado touches down in Texas,more than 100 homes damaged after tornado touches down in texas,more than  homes damaged after tornado touches down in texas
CNN,More than than century homes damaged after tornado touches down in Texas,more than than century homes damaged after tornado touches down in texas,more than than century homes damaged after tornado touches down in texas
CNN,Marjorie Taylor Greene’s resignation leaves her district in disbelief,marjorie taylor greene’s resignation leaves her district in disbelief,marjorie taylor greenes resignation leaves her district in disbelief
CNN,Marjorie Elizabeth taylor Greene ’ s surrender leaves her district in disbelief,marjorie elizabeth taylor greene ’ s surrender leaves her district in disbelief,marjorie elizabeth taylor greene  s surrender leaves her district in disbelief
CNN,How Pentagon investigating Sen. Kelly may help his political future,how pentagon investigating sen. kelly may help his political future,how pentagon investigating sen kelly may help his political future
CNN,How Pentagon investigating Sen. Kelly english hawthorn help his political future,how pentagon investigating sen. kelly english hawthorn help his political future,how pentagon investigating sen kelly english hawthorn help his political future
CNN,Chauncy Billups pleads not guilty to crimes stemming from alleged poker scheme,chauncy billups pleads not guilty to crimes stemming from alleged poker scheme,chauncy billups pleads not guilty to crimes stemming from alleged poker scheme
CNN,Chauncy Billups plead non guilty to crimes stemming from alleged poker scheme,chauncy billups plead non guilty to crimes stemming from alleged poker scheme,chauncy billups plead non guilty to crimes stemming from alleged poker scheme
CNN,Judge throws out cases against James Comey and Letitia Epistle of james,judge throws out cases against james comey and letitia epistle of james,judge throws out cases against james comey and letitia epistle of james
CNN,China successfully launches Shenzhou-22,china successfully launches shenzhou-22,china successfully launches shenzhou
CNN,Communist china successfully launches Shenzhou - 22,communist china successfully launches shenzhou - 22,communist china successfully launches shenzhou
CNN,Woman found alive inside coffin,woman found alive inside coffin,woman found alive inside coffin
CNN,Charwoman found alive inside casket,charwoman found alive inside casket,charwoman found alive inside casket
CNN,New wave of Russian tap on Kyiv,new wave of russian tap on kyiv,new wave of russian tap on kyiv
CNN,"Volcano in Ethiopia erupts for the first time in 10,000 years","volcano in ethiopia erupts for the first time in 10,000 years",volcano in ethiopia erupts for the first time in  years
CNN,"Volcano in Federal democratic republic of ethiopia erupts for the initiative time in ten, 000 years","volcano in federal democratic republic of ethiopia erupts for the initiative time in ten, 000 years",volcano in federal democratic republic of ethiopia erupts for the initiative time in ten  years
CNN,Far-right politician sparks outrage for wearing burqa as political prop,far-right politician sparks outrage for wearing burqa as political prop,farright politician sparks outrage for wearing burqa as political prop
CNN,Far - right politician sparks outrage for weary burqa as political prop,far - right politician sparks outrage for weary burqa as political prop,far  right politician sparks outrage for weary burqa as political prop
CNN,Transportation Secretary: Ditch your pajamas for jeans when flying,transportation secretary: ditch your pajamas for jeans when flying,transportation secretary ditch your pajamas for jeans when flying
CNN,Transportation Escritoire: Ditch your pajamas for jeans when fly,transportation escritoire: ditch your pajamas for jeans when fly,transportation escritoire ditch your pajamas for jeans when fly
CNN,Oldest living survivor of Tulsa Race Massacre dies at 111 years old,oldest living survivor of tulsa race massacre dies at 111 years old,oldest living survivor of tulsa race massacre dies at  years old
CNN,Oldest living survivor of Tulsa Race Massacre break at 111 years old,oldest living survivor of tulsa race massacre break at 111 years old,oldest living survivor of tulsa race massacre break at  years old
CNN,How a clip of Anderson’s dad opened a stream of memories and new connections,how a clip of anderson’s dad opened a stream of memories and new connections,how a clip of andersons dad opened a stream of memories and new connections
CNN,How a clip of Philip warren anderson ’ s dada opened a stream of memories and new connections,how a clip of philip warren anderson ’ s dada opened a stream of memories and new connections,how a clip of philip warren anderson  s dada opened a stream of memories and new connections
CNN,Why aren’t there ruby slippers in the new ‘Wicked’ movie?,why aren’t there ruby slippers in the new ‘wicked’ movie?,why arent there ruby slippers in the new wicked movie
CNN,Why aren ’ t there red slippers in the new ‘ Wicked ’ motion picture show?,why aren ’ t there red slippers in the new ‘ wicked ’ motion picture show?,why aren  t there red slippers in the new  wicked  motion picture show
CNN,London street named world’s most expensive retail destination,london street named world’s most expensive retail destination,london street named worlds most expensive retail destination
CNN,London street named world ’ s most expensive retail terminus,london street named world ’ s most expensive retail terminus,london street named world  s most expensive retail terminus
CNN,NY Giants fire defensive coordinater after overtime loss to Lions,ny giants fire defensive coordinater after overtime loss to lions,ny giants fire defensive coordinater after overtime loss to lions
CNN,NY Giants fire defensive coordinater after overtime loss to Lion,ny giants fire defensive coordinater after overtime loss to lion,ny giants fire defensive coordinater after overtime loss to lion
CNN,Melania Trump receives White House Christmas tree,melania trump receives white house christmas tree,melania trump receives white house christmas tree
CNN,Melania Trump receive Gabardine House Christmas tree,melania trump receive gabardine house christmas tree,melania trump receive gabardine house christmas tree
CNN,Anna Wintour responds to backlash around Bezos sponsorship of Met Gala,anna wintour responds to backlash around bezos sponsorship of met gala,anna wintour responds to backlash around bezos sponsorship of met gala
CNN,Analysis: Could US talks in Geneva bring peace in Ukraine?,analysis: could us talks in geneva bring peace in ukraine?,analysis could us talks in geneva bring peace in ukraine
CNN,Analysis: Could US dialogue in Geneva land peace in Ukraine?,analysis: could us dialogue in geneva land peace in ukraine?,analysis could us dialogue in geneva land peace in ukraine
CNN,Reggae legend Jimmy Cliff dead at 81,reggae legend jimmy cliff dead at 81,reggae legend jimmy cliff dead at
CNN,Reggae legend Jemmy Cliff dead at 81,reggae legend jemmy cliff dead at 81,reggae legend jemmy cliff dead at
CNN,See how researchers harvest water from the air,see how researchers harvest water from the air,see how researchers harvest water from the air
CNN,See how research worker harvest piddle from the air,see how research worker harvest piddle from the air,see how research worker harvest piddle from the air
CNN,‘Slender Man’ attacker goes missing for 24 hours,‘slender man’ attacker goes missing for 24 hours,slender man attacker goes missing for  hours
CNN,‘ Slender Adult male ’ attacker goes overleap for 24 hours,‘ slender adult male ’ attacker goes overleap for 24 hours,slender adult male  attacker goes overleap for  hours
CNN,Swimmers brave the ice in Russia,swimmers brave the ice in russia,swimmers brave the ice in russia
CNN,Swimmers brave out the glass in Russia,swimmers brave out the glass in russia,swimmers brave out the glass in russia
CNN,Ukraine hit with strikes as peace talks ongoing,ukraine hit with strikes as peace talks ongoing,ukraine hit with strikes as peace talks ongoing
CNN,Ukraine smash with strikes as pacification talks ongoing,ukraine smash with strikes as pacification talks ongoing,ukraine smash with strikes as pacification talks ongoing
CNN,Why these kids in Italy were taken from their parents,why these kids in italy were taken from their parents,why these kids in italy were taken from their parents
CNN,Wherefore these kids in Italy were taken from their parents,wherefore these kids in italy were taken from their parents,wherefore these kids in italy were taken from their parents
CNN,In step with Angola’s native people,in step with angola’s native people,in step with angolas native people
CNN,In step with Angola ’ s aboriginal people,in step with angola ’ s aboriginal people,in step with angola  s aboriginal people
CNN,"After surviving a horrific buffalo attack, these conservationists doubled down on protecting nature","after surviving a horrific buffalo attack, these conservationists doubled down on protecting nature",after surviving a horrific buffalo attack these conservationists doubled down on protecting nature
CNN,"After live a horrific bison bison approach, these conservationists doubled down on protecting nature","after live a horrific bison bison approach, these conservationists doubled down on protecting nature",after live a horrific bison bison approach these conservationists doubled down on protecting nature
CNN,‘Like no other place on Earth’: Adventurous luxury travelers are heading to this corner of Southeast Asia,‘like no other place on earth’: adventurous luxury travelers are heading to this corner of southeast asia,like no other place on earth adventurous luxury travelers are heading to this corner of southeast asia
CNN,‘ Like no other home on World ’: Adventurous luxury travelers are heading to this corner of Southeast Asia,‘ like no other home on world ’: adventurous luxury travelers are heading to this corner of southeast asia,like no other home on world  adventurous luxury travelers are heading to this corner of southeast asia
CNN,Unseen photos reveal another side to 1970s Lagos,unseen photos reveal another side to 1970s lagos,unseen photos reveal another side to s lagos
CNN,Unseen pic reveal another side to seventies Lagos,unseen pic reveal another side to seventies lagos,unseen pic reveal another side to seventies lagos
CNN,Inside the room: What happened during Trump and Mamdani’s meeting,inside the room: what happened during trump and mamdani’s meeting,inside the room what happened during trump and mamdanis meeting
CNN,Inside the room: What befall during Trump card and Mamdani ’ s meeting,inside the room: what befall during trump card and mamdani ’ s meeting,inside the room what befall during trump card and mamdani  s meeting
CNN,"Africa’s ‘cryptic’ golden cat is so rare, no one knows how many there are. AI is changing that","africa’s ‘cryptic’ golden cat is so rare, no one knows how many there are. ai is changing that",africas cryptic golden cat is so rare no one knows how many there are ai is changing that
CNN,"Africa ’ s ‘ sibylline ’ aureate cat is so rare, no one knows how many there are. artificial insemination equal changing that","africa ’ s ‘ sibylline ’ aureate cat is so rare, no one knows how many there are. artificial insemination equal changing that",africa  s  sibylline  aureate cat is so rare no one knows how many there are artificial insemination equal changing that
CNN,"David Cameron, ex-UK prime minister, says he has been treated for cancer","david cameron, ex-uk prime minister, says he has been treated for cancer",david cameron exuk prime minister says he has been treated for cancer
CNN,"David Cameron, ex - UK prime minister, says helium consume been treat for crab","david cameron, ex - uk prime minister, says helium consume been treat for crab",david cameron ex  uk prime minister says helium consume been treat for crab
CNN,Reggae legend Jimmy Cliff dies at 81,reggae legend jimmy cliff dies at 81,reggae legend jimmy cliff dies at
CNN,Reggae legend Jimmy Drop choke at 81,reggae legend jimmy drop choke at 81,reggae legend jimmy drop choke at
CNN,"‘Oh my God, this is our Tanzania’: CNN investigation shows police fatally shooting protesters, signs of mass graves","‘oh my god, this is our tanzania’: cnn investigation shows police fatally shooting protesters, signs of mass graves",oh my god this is our tanzania cnn investigation shows police fatally shooting protesters signs of mass graves
CNN,"‘ Buckeye state my God, this is our Tanzania ’: CNN investigating show police fatally shoot protesters, signs of mass graves","‘ buckeye state my god, this is our tanzania ’: cnn investigating show police fatally shoot protesters, signs of mass graves",buckeye state my god this is our tanzania  cnn investigating show police fatally shoot protesters signs of mass graves
CNN,"She married her brother, then he died. The monument to her grief was a Wonder of the Ancient World","she married her brother, then he died. the monument to her grief was a wonder of the ancient world",she married her brother then he died the monument to her grief was a wonder of the ancient world
CNN,"She married her brother, and then helium died. The monument to her sorrow was a Wonder of the Antediluvian Public","she married her brother, and then helium died. the monument to her sorrow was a wonder of the antediluvian public",she married her brother and then helium died the monument to her sorrow was a wonder of the antediluvian public
CNN,JFK’s granddaughter reveals terminal cancer diagnosis,jfk’s granddaughter reveals terminal cancer diagnosis,jfks granddaughter reveals terminal cancer diagnosis
CNN,JFK ’ s granddaughter reveals terminal crab diagnosis,jfk ’ s granddaughter reveals terminal crab diagnosis,jfk  s granddaughter reveals terminal crab diagnosis
CNN,A prosecutor reveals new details about the capture of one of America’s most notorious serial killers,a prosecutor reveals new details about the capture of one of america’s most notorious serial killers,a prosecutor reveals new details about the capture of one of americas most notorious serial killers
CNN,A prosecutor disclose new detail about the capture of unrivalled of America ’ s most notorious serial killers,a prosecutor disclose new detail about the capture of unrivalled of america ’ s most notorious serial killers,a prosecutor disclose new detail about the capture of unrivalled of america  s most notorious serial killers
BBC,Updated peace plan could be a wad Ukraine volition carry - eventually,updated peace plan could be a wad ukraine volition carry - eventually,updated peace plan could be a wad ukraine volition carry  eventually
BBC,Family reunify after a decade – now a Trumpet clampdown could charge them apart,family reunify after a decade – now a trumpet clampdown could charge them apart,family reunify after a decade  now a trumpet clampdown could charge them apart
BBC,Update repose plan could be a deal Ukraine will take - eventually,update repose plan could be a deal ukraine will take - eventually,update repose plan could be a deal ukraine will take  eventually
BBC,Family reunited after a x – nowadays a Trump clampdown could shoot them apart,family reunited after a x – nowadays a trump clampdown could shoot them apart,family reunited after a x  nowadays a trump clampdown could shoot them apart
BBC,US and Russian officials to fulfill in Abu Dhabi for Ukraine peace talks after insanely overnight strikes,us and russian officials to fulfill in abu dhabi for ukraine peace talks after insanely overnight strikes,us and russian officials to fulfill in abu dhabi for ukraine peace talks after insanely overnight strikes
BBC,"BBC crataegus laevigata not be in ' safe hands ' under information technology chair, says committee head","bbc crataegus laevigata not be in ' safe hands ' under information technology chair, says committee head",bbc crataegus laevigata not be in  safe hands  under information technology chair says committee head
BBC,Controversial US - backed Gaza Humanist Foundation cease aid process,controversial us - backed gaza humanist foundation cease aid process,controversial us  backed gaza humanist foundation cease aid process
BBC,"Music eases surgical process and speeds recovery, Indian study uncovering","music eases surgical process and speeds recovery, indian study uncovering",music eases surgical process and speeds recovery indian study uncovering
BBC,How Ecstasy ' s new locating feature exposed expectant US politics accounts,how ecstasy ' s new locating feature exposed expectant us politics accounts,how ecstasy  s new locating feature exposed expectant us politics accounts
BBC,But from the BBC,but from the bbc,but from the bbc
BBC,The music that keeps creature calm,the music that keeps creature calm,the music that keeps creature calm
BBC,Wherefore Indigenous tourism is booming in US,wherefore indigenous tourism is booming in us,wherefore indigenous tourism is booming in us
BBC,"Ethiopian volcano irruption send off ash to Delhi, hitting flying operations","ethiopian volcano irruption send off ash to delhi, hitting flying operations",ethiopian volcano irruption send off ash to delhi hitting flying operations
BBC,South Korea ' s ' television receiver dad ' Lee Soon - jae dies at 91,south korea ' s ' television receiver dad ' lee soon - jae dies at 91,south korea  s  television receiver dad  lee soon  jae dies at
BBC,Judge dismisses cases against ex - FBI director Comey and NY attorney general William james,judge dismisses cases against ex - fbi director comey and ny attorney general william james,judge dismisses cases against ex  fbi director comey and ny attorney general william james
BBC,Trump card says he will visit China in April after call with Eleven,trump card says he will visit china in april after call with eleven,trump card says he will visit china in april after call with eleven
BBC,Two climbers die after fall on New Sjaelland ' s highest crown,two climbers die after fall on new sjaelland ' s highest crown,two climbers die after fall on new sjaelland  s highest crown
BBC,UK minister of religion flags visa ' misuse ' as student psychiatric hospital claims surge,uk minister of religion flags visa ' misuse ' as student psychiatric hospital claims surge,uk minister of religion flags visa  misuse  as student psychiatric hospital claims surge
BBC,"Nine turn back in India after police crack $ 800, 000 bank rip off","nine turn back in india after police crack $ 800, 000 bank rip off",nine turn back in india after police crack    bank rip off
BBC,Moment truck collides with sign on Ohio river main road,moment truck collides with sign on ohio river main road,moment truck collides with sign on ohio river main road
BBC,Ro Atkins on … MPs examining the BBC memo,ro atkins on … mps examining the bbc memo,ro atkins on  mps examining the bbc memo
BBC,First Noblewoman Melania Trump welcomes the White House Christmas sir herbert beerbohm tree,first noblewoman melania trump welcomes the white house christmas sir herbert beerbohm tree,first noblewoman melania trump welcomes the white house christmas sir herbert beerbohm tree
BBC,Three - twelvemonth - old Oliver is ' wonderful ' after earth - 1st factor therapy,three - twelvemonth - old oliver is ' wonderful ' after earth - 1st factor therapy,three  twelvemonth  old oliver is  wonderful  after earth  st factor therapy
BBC,Climb the highest sea cliff in Europe,climb the highest sea cliff in europe,climb the highest sea cliff in europe
BBC,' Felt embarrassed to be call unspoilt looking ': Bollywood legend Dharmendra,' felt embarrassed to be call unspoilt looking ': bollywood legend dharmendra,felt embarrassed to be call unspoilt looking  bollywood legend dharmendra
BBC,Lava spews out from Hi ' s Kilauea as volcano erupts once again,lava spews out from hi ' s kilauea as volcano erupts once again,lava spews out from hi  s kilauea as volcano erupts once again
BBC,John Grisham on why he however write as trends shift,john grisham on why he however write as trends shift,john grisham on why he however write as trends shift
BBC,How the Cabbage Spot Fry nearly cause a riot,how the cabbage spot fry nearly cause a riot,how the cabbage spot fry nearly cause a riot
BBC,To the Ends of the Earthly concern,to the ends of the earthly concern,to the ends of the earthly concern
BBC,The last places to catch rightfully dark starry nights,the last places to catch rightfully dark starry nights,the last places to catch rightfully dark starry nights
BBC,Single of Europe ' reciprocal ohm most distant corners opens up,single of europe ' reciprocal ohm most distant corners opens up,single of europe  reciprocal ohm most distant corners opens up
BBC,The arresting Canadian island you can ' t sojourn,the arresting canadian island you can ' t sojourn,the arresting canadian island you can  t sojourn
